unit,product,indic_nrg,geotime,date,value
KTOE,0000,B_102010,MK,2016-01-01,493.4
KTOE,0000,B_102010,MT,1990-01-01,55.4
KTOE,0000,B_102010,MT,1991-01-01,57.2
KTOE,0000,B_102010,MT,1992-01-01,60.3
KTOE,0000,B_102010,MT,1993-01-01,60.5
KTOE,0000,B_102010,MT,1994-01-01,69.1
KTOE,0000,B_102010,MT,1995-01-01,72.7
KTOE,0000,B_102010,MT,1996-01-01,75.4
KTOE,0000,B_102010,MT,1997-01-01,73.7
KTOE,0000,B_102010,MT,1998-01-01,65.8
KTOE,0000,B_102010,MT,1999-01-01,74.4
KTOE,0000,B_102010,MT,2000-01-01,75.9
KTOE,0000,B_102010,MT,2001-01-01,74.3
KTOE,0000,B_102010,MT,2002-01-01,80.0
KTOE,0000,B_102010,MT,2003-01-01,88.2
KTOE,0000,B_102010,MT,2004-01-01,88.0
KTOE,0000,B_102010,MT,2005-01-01,72.0
KTOE,0000,B_102010,MT,2006-01-01,73.0
KTOE,0000,B_102010,MT,2007-01-01,70.8
KTOE,0000,B_102010,MT,2008-01-01,70.8
KTOE,0000,B_102010,MT,2009-01-01,64.4
KTOE,0000,B_102010,MT,2010-01-01,69.4
KTOE,0000,B_102010,MT,2011-01-01,68.9
KTOE,0000,B_102010,MT,2012-01-01,72.1
KTOE,0000,B_102010,MT,2013-01-01,71.6
KTOE,0000,B_102010,MT,2014-01-01,71.3
KTOE,0000,B_102010,MT,2015-01-01,78.2
KTOE,0000,B_102010,MT,2016-01-01,81.2
KTOE,0000,B_102010,NL,1990-01-01,10403.8
KTOE,0000,B_102010,NL,1991-01-01,11750.9
KTOE,0000,B_102010,NL,1992-01-01,11013.1
KTOE,0000,B_102010,NL,1993-01-01,11533.0
KTOE,0000,B_102010,NL,1994-01-01,10966.5
KTOE,0000,B_102010,NL,1995-01-01,11790.8
KTOE,0000,B_102010,NL,1996-01-01,13494.9
KTOE,0000,B_102010,NL,1997-01-01,11665.3
KTOE,0000,B_102010,NL,1998-01-01,11229.8
KTOE,0000,B_102010,NL,1999-01-01,10807.0
KTOE,0000,B_102010,NL,2000-01-01,10831.7
KTOE,0000,B_102010,NL,2001-01-01,11409.7
KTOE,0000,B_102010,NL,2002-01-01,11136.8
KTOE,0000,B_102010,NL,2003-01-01,11408.9
KTOE,0000,B_102010,NL,2004-01-01,11041.0
KTOE,0000,B_102010,NL,2005-01-01,10743.5
KTOE,0000,B_102010,NL,2006-01-01,10849.8
KTOE,0000,B_102010,NL,2007-01-01,9975.3
KTOE,0000,B_102010,NL,2008-01-01,11016.7
KTOE,0000,B_102010,NL,2009-01-01,11016.6
KTOE,0000,B_102010,NL,2010-01-01,12459.6
KTOE,0000,B_102010,NL,2011-01-01,10251.9
KTOE,0000,B_102010,NL,2012-01-01,10854.7
KTOE,0000,B_102010,NL,2013-01-01,11409.3
KTOE,0000,B_102010,NL,2014-01-01,9121.7
KTOE,0000,B_102010,NL,2015-01-01,9557.3
KTOE,0000,B_102010,NL,2016-01-01,9854.9
KTOE,0000,B_102010,NO,1990-01-01,3604.7
KTOE,0000,B_102010,NO,1991-01-01,3667.2
KTOE,0000,B_102010,NO,1992-01-01,3617.6
KTOE,0000,B_102010,NO,1993-01-01,3673.2
KTOE,0000,B_102010,NO,1994-01-01,3824.0
KTOE,0000,B_102010,NO,1995-01-01,3864.4
KTOE,0000,B_102010,NO,1996-01-01,3963.8
KTOE,0000,B_102010,NO,1997-01-01,3834.4
KTOE,0000,B_102010,NO,1998-01-01,3955.2
KTOE,0000,B_102010,NO,1999-01-01,3933.3
KTOE,0000,B_102010,NO,2000-01-01,3825.3
KTOE,0000,B_102010,NO,2001-01-01,3985.0
KTOE,0000,B_102010,NO,2002-01-01,3979.0
KTOE,0000,B_102010,NO,2003-01-01,3813.1
KTOE,0000,B_102010,NO,2004-01-01,3740.4
KTOE,0000,B_102010,NO,2005-01-01,3875.0
KTOE,0000,B_102010,NO,2006-01-01,3815.0
KTOE,0000,B_102010,NO,2007-01-01,3839.8
KTOE,0000,B_102010,NO,2008-01-01,3836.9
KTOE,0000,B_102010,NO,2009-01-01,3995.4
KTOE,0000,B_102010,NO,2010-01-01,4654.2
KTOE,0000,B_102010,NO,2011-01-01,4169.1
KTOE,0000,B_102010,NO,2012-01-01,4398.4
KTOE,0000,B_102010,NO,2013-01-01,4333.6
KTOE,0000,B_102010,NO,2014-01-01,4042.6
KTOE,0000,B_102010,NO,2015-01-01,4221.6
KTOE,0000,B_102010,NO,2016-01-01,4266.7
KTOE,0000,B_102010,PL,1990-01-01,17841.4
KTOE,0000,B_102010,PL,1991-01-01,20474.0
KTOE,0000,B_102010,PL,1992-01-01,20849.3
KTOE,0000,B_102010,PL,1993-01-01,24421.2
KTOE,0000,B_102010,PL,1994-01-01,23096.0
KTOE,0000,B_102010,PL,1995-01-01,22664.7
KTOE,0000,B_102010,PL,1996-01-01,23027.2
KTOE,0000,B_102010,PL,1997-01-01,21701.4
KTOE,0000,B_102010,PL,1998-01-01,19550.7
KTOE,0000,B_102010,PL,1999-01-01,19424.9
KTOE,0000,B_102010,PL,2000-01-01,17193.5
KTOE,0000,B_102010,PL,2001-01-01,18798.7
KTOE,0000,B_102010,PL,2002-01-01,18679.1
KTOE,0000,B_102010,PL,2003-01-01,18777.1
KTOE,0000,B_102010,PL,2004-01-01,18818.2
KTOE,0000,B_102010,PL,2005-01-01,19454.0
KTOE,0000,B_102010,PL,2006-01-01,20454.3
KTOE,0000,B_102010,PL,2007-01-01,19349.8
KTOE,0000,B_102010,PL,2008-01-01,19651.7
KTOE,0000,B_102010,PL,2009-01-01,19967.0
KTOE,0000,B_102010,PL,2010-01-01,21967.0
KTOE,0000,B_102010,PL,2011-01-01,20085.8
KTOE,0000,B_102010,PL,2012-01-01,20754.8
KTOE,0000,B_102010,PL,2013-01-01,20416.4
KTOE,0000,B_102010,PL,2014-01-01,18939.2
KTOE,0000,B_102010,PL,2015-01-01,18917.2
KTOE,0000,B_102010,PL,2016-01-01,19746.7
KTOE,0000,B_102010,PT,1990-01-01,2285.7
KTOE,0000,B_102010,PT,1991-01-01,2358.7
KTOE,0000,B_102010,PT,1992-01-01,2421.8
KTOE,0000,B_102010,PT,1993-01-01,2488.0
KTOE,0000,B_102010,PT,1994-01-01,2537.7
KTOE,0000,B_102010,PT,1995-01-01,2564.0
KTOE,0000,B_102010,PT,1996-01-01,2664.6
KTOE,0000,B_102010,PT,1997-01-01,2663.5
KTOE,0000,B_102010,PT,1998-01-01,2661.4
KTOE,0000,B_102010,PT,1999-01-01,2777.8
KTOE,0000,B_102010,PT,2000-01-01,2804.2
KTOE,0000,B_102010,PT,2001-01-01,2858.9
KTOE,0000,B_102010,PT,2002-01-01,2987.5
KTOE,0000,B_102010,PT,2003-01-01,3115.5
KTOE,0000,B_102010,PT,2004-01-01,3217.1
KTOE,0000,B_102010,PT,2005-01-01,3224.0
KTOE,0000,B_102010,PT,2006-01-01,3219.5
KTOE,0000,B_102010,PT,2007-01-01,3225.9
KTOE,0000,B_102010,PT,2008-01-01,3117.7
KTOE,0000,B_102010,PT,2009-01-01,3197.7
KTOE,0000,B_102010,PT,2010-01-01,2969.5
KTOE,0000,B_102010,PT,2011-01-01,2776.3
KTOE,0000,B_102010,PT,2012-01-01,2694.9
KTOE,0000,B_102010,PT,2013-01-01,2635.0
KTOE,0000,B_102010,PT,2014-01-01,2565.6
KTOE,0000,B_102010,PT,2015-01-01,2538.6
KTOE,0000,B_102010,PT,2016-01-01,2620.7
KTOE,0000,B_102010,RO,1990-01-01,10566.0
KTOE,0000,B_102010,RO,1991-01-01,7233.5
KTOE,0000,B_102010,RO,1992-01-01,6276.2
KTOE,0000,B_102010,RO,1993-01-01,6603.7
KTOE,0000,B_102010,RO,1994-01-01,6397.3
KTOE,0000,B_102010,RO,1995-01-01,6330.9
KTOE,0000,B_102010,RO,1996-01-01,8105.4
KTOE,0000,B_102010,RO,1997-01-01,9648.5
KTOE,0000,B_102010,RO,1998-01-01,9497.6
KTOE,0000,B_102010,RO,1999-01-01,8740.4
KTOE,0000,B_102010,RO,2000-01-01,8409.0
KTOE,0000,B_102010,RO,2001-01-01,7278.1
KTOE,0000,B_102010,RO,2002-01-01,7217.2
KTOE,0000,B_102010,RO,2003-01-01,7819.2
KTOE,0000,B_102010,RO,2004-01-01,7964.7
KTOE,0000,B_102010,RO,2005-01-01,7990.3
KTOE,0000,B_102010,RO,2006-01-01,7853.6
KTOE,0000,B_102010,RO,2007-01-01,7518.1
KTOE,0000,B_102010,RO,2008-01-01,8070.0
KTOE,0000,B_102010,RO,2009-01-01,8015.2
KTOE,0000,B_102010,RO,2010-01-01,8102.1
KTOE,0000,B_102010,RO,2011-01-01,7859.6
KTOE,0000,B_102010,RO,2012-01-01,8060.6
KTOE,0000,B_102010,RO,2013-01-01,7722.0
KTOE,0000,B_102010,RO,2014-01-01,7409.7
KTOE,0000,B_102010,RO,2015-01-01,7375.2
KTOE,0000,B_102010,RO,2016-01-01,7414.9
KTOE,0000,B_102010,RS,1990-01-01,2933.9
KTOE,0000,B_102010,RS,1991-01-01,2674.3
KTOE,0000,B_102010,RS,1992-01-01,2568.4
KTOE,0000,B_102010,RS,1993-01-01,2836.3
KTOE,0000,B_102010,RS,1994-01-01,2777.6
KTOE,0000,B_102010,RS,1995-01-01,2564.7
KTOE,0000,B_102010,RS,1996-01-01,2909.0
KTOE,0000,B_102010,RS,1997-01-01,2965.6
KTOE,0000,B_102010,RS,1998-01-01,2983.3
KTOE,0000,B_102010,RS,1999-01-01,2728.4
KTOE,0000,B_102010,RS,2000-01-01,3127.4
KTOE,0000,B_102010,RS,2001-01-01,3159.0
KTOE,0000,B_102010,RS,2002-01-01,3209.2
KTOE,0000,B_102010,RS,2003-01-01,3251.9
KTOE,0000,B_102010,RS,2004-01-01,3121.0
KTOE,0000,B_102010,RS,2005-01-01,3113.7
KTOE,0000,B_102010,RS,2006-01-01,2838.2
KTOE,0000,B_102010,RS,2007-01-01,3247.3
KTOE,0000,B_102010,RS,2008-01-01,2911.2
KTOE,0000,B_102010,RS,2009-01-01,3054.3
KTOE,0000,B_102010,RS,2010-01-01,3090.8
KTOE,0000,B_102010,RS,2011-01-01,3146.9
KTOE,0000,B_102010,RS,2012-01-01,3134.5
KTOE,0000,B_102010,RS,2013-01-01,2859.5
KTOE,0000,B_102010,RS,2014-01-01,2760.2
KTOE,0000,B_102010,RS,2015-01-01,2832.1
KTOE,0000,B_102010,RS,2016-01-01,2940.6
KTOE,0000,B_102010,SE,1990-01-01,6551.5
KTOE,0000,B_102010,SE,1991-01-01,7166.6
KTOE,0000,B_102010,SE,1992-01-01,7832.9
KTOE,0000,B_102010,SE,1993-01-01,7934.3
KTOE,0000,B_102010,SE,1994-01-01,8041.6
KTOE,0000,B_102010,SE,1995-01-01,7743.8
KTOE,0000,B_102010,SE,1996-01-01,8197.3
KTOE,0000,B_102010,SE,1997-01-01,7926.7
KTOE,0000,B_102010,SE,1998-01-01,7870.3
KTOE,0000,B_102010,SE,1999-01-01,7447.0
KTOE,0000,B_102010,SE,2000-01-01,7300.0
KTOE,0000,B_102010,SE,2001-01-01,7511.8
KTOE,0000,B_102010,SE,2002-01-01,7336.2
KTOE,0000,B_102010,SE,2003-01-01,7382.7
KTOE,0000,B_102010,SE,2004-01-01,7147.1
KTOE,0000,B_102010,SE,2005-01-01,7305.2
KTOE,0000,B_102010,SE,2006-01-01,7003.7
KTOE,0000,B_102010,SE,2007-01-01,6731.1
KTOE,0000,B_102010,SE,2008-01-01,6638.1
KTOE,0000,B_102010,SE,2009-01-01,6949.9
KTOE,0000,B_102010,SE,2010-01-01,8035.1
KTOE,0000,B_102010,SE,2011-01-01,7465.6
KTOE,0000,B_102010,SE,2012-01-01,7828.4
KTOE,0000,B_102010,SE,2013-01-01,7479.3
KTOE,0000,B_102010,SE,2014-01-01,7018.0
KTOE,0000,B_102010,SE,2015-01-01,7197.2
KTOE,0000,B_102010,SE,2016-01-01,7462.0
KTOE,0000,B_102010,SI,1990-01-01,951.8
KTOE,0000,B_102010,SI,1991-01-01,1132.9
KTOE,0000,B_102010,SI,1992-01-01,1009.9
KTOE,0000,B_102010,SI,1993-01-01,1099.0
KTOE,0000,B_102010,SI,1994-01-01,1091.8
KTOE,0000,B_102010,SI,1995-01-01,1161.8
KTOE,0000,B_102010,SI,1996-01-01,1031.5
KTOE,0000,B_102010,SI,1997-01-01,1067.5
KTOE,0000,B_102010,SI,1998-01-01,1028.1
KTOE,0000,B_102010,SI,1999-01-01,1051.8
KTOE,0000,B_102010,SI,2000-01-01,1127.0
KTOE,0000,B_102010,SI,2001-01-01,1121.0
KTOE,0000,B_102010,SI,2002-01-01,1164.6
KTOE,0000,B_102010,SI,2003-01-01,1252.3
KTOE,0000,B_102010,SI,2004-01-01,1242.3
KTOE,0000,B_102010,SI,2005-01-01,1188.1
KTOE,0000,B_102010,SI,2006-01-01,1158.2
KTOE,0000,B_102010,SI,2007-01-01,1047.8
KTOE,0000,B_102010,SI,2008-01-01,1115.3
KTOE,0000,B_102010,SI,2009-01-01,1285.9
KTOE,0000,B_102010,SI,2010-01-01,1326.3
KTOE,0000,B_102010,SI,2011-01-01,1264.6
KTOE,0000,B_102010,SI,2012-01-01,1219.0
KTOE,0000,B_102010,SI,2013-01-01,1203.4
KTOE,0000,B_102010,SI,2014-01-01,1017.2
KTOE,0000,B_102010,SI,2015-01-01,1110.9
KTOE,0000,B_102010,SI,2016-01-01,1147.6
KTOE,0000,B_102010,SK,1990-01-01,2231.8
KTOE,0000,B_102010,SK,1991-01-01,1878.4
KTOE,0000,B_102010,SK,1992-01-01,1768.0
KTOE,0000,B_102010,SK,1993-01-01,1719.2
KTOE,0000,B_102010,SK,1994-01-01,1771.7
KTOE,0000,B_102010,SK,1995-01-01,1977.1
KTOE,0000,B_102010,SK,1996-01-01,2233.2
KTOE,0000,B_102010,SK,1997-01-01,2362.5
KTOE,0000,B_102010,SK,1998-01-01,2448.3
KTOE,0000,B_102010,SK,1999-01-01,2568.3
KTOE,0000,B_102010,SK,2000-01-01,2586.2
KTOE,0000,B_102010,SK,2001-01-01,3082.4
KTOE,0000,B_102010,SK,2002-01-01,2997.9
KTOE,0000,B_102010,SK,2003-01-01,2839.5
KTOE,0000,B_102010,SK,2004-01-01,2666.5
KTOE,0000,B_102010,SK,2005-01-01,2540.4
KTOE,0000,B_102010,SK,2006-01-01,2310.1
KTOE,0000,B_102010,SK,2007-01-01,2080.6
KTOE,0000,B_102010,SK,2008-01-01,2131.0
KTOE,0000,B_102010,SK,2009-01-01,2147.4
KTOE,0000,B_102010,SK,2010-01-01,2311.8
KTOE,0000,B_102010,SK,2011-01-01,2121.3
KTOE,0000,B_102010,SK,2012-01-01,2070.4
KTOE,0000,B_102010,SK,2013-01-01,2147.6
KTOE,0000,B_102010,SK,2014-01-01,1952.1
KTOE,0000,B_102010,SK,2015-01-01,1987.9
KTOE,0000,B_102010,SK,2016-01-01,2030.4
KTOE,0000,B_102010,TR,1990-01-01,14559.6
KTOE,0000,B_102010,TR,1991-01-01,14873.0
KTOE,0000,B_102010,TR,1992-01-01,15624.7
KTOE,0000,B_102010,TR,1993-01-01,15682.0
KTOE,0000,B_102010,TR,1994-01-01,14870.6
KTOE,0000,B_102010,TR,1995-01-01,16241.1
KTOE,0000,B_102010,TR,1996-01-01,16715.3
KTOE,0000,B_102010,TR,1997-01-01,17414.7
KTOE,0000,B_102010,TR,1998-01-01,17016.4
KTOE,0000,B_102010,TR,1999-01-01,17104.5
KTOE,0000,B_102010,TR,2000-01-01,17341.6
KTOE,0000,B_102010,TR,2001-01-01,16225.7
KTOE,0000,B_102010,TR,2002-01-01,16445.0
KTOE,0000,B_102010,TR,2003-01-01,17230.7
KTOE,0000,B_102010,TR,2004-01-01,17759.6
KTOE,0000,B_102010,TR,2005-01-01,19048.7
KTOE,0000,B_102010,TR,2006-01-01,19406.3
KTOE,0000,B_102010,TR,2007-01-01,20181.5
KTOE,0000,B_102010,TR,2008-01-01,20178.6
KTOE,0000,B_102010,TR,2009-01-01,18825.4
KTOE,0000,B_102010,TR,2010-01-01,19376.3
KTOE,0000,B_102010,TR,2011-01-01,20777.4
KTOE,0000,B_102010,TR,2012-01-01,20181.8
KTOE,0000,B_102010,TR,2013-01-01,19805.6
KTOE,0000,B_102010,TR,2014-01-01,19164.7
KTOE,0000,B_102010,TR,2015-01-01,20140.9
KTOE,0000,B_102010,TR,2016-01-01,20711.0
KTOE,0000,B_102010,UK,1990-01-01,37369.9
KTOE,0000,B_102010,UK,1991-01-01,40854.2
KTOE,0000,B_102010,UK,1992-01-01,40246.0
KTOE,0000,B_102010,UK,1993-01-01,41711.5
KTOE,0000,B_102010,UK,1994-01-01,40331.7
KTOE,0000,B_102010,UK,1995-01-01,39338.4
KTOE,0000,B_102010,UK,1996-01-01,44133.5
KTOE,0000,B_102010,UK,1997-01-01,41120.4
KTOE,0000,B_102010,UK,1998-01-01,42329.9
KTOE,0000,B_102010,UK,1999-01-01,42327.1
KTOE,0000,B_102010,UK,2000-01-01,43034.4
KTOE,0000,B_102010,UK,2001-01-01,44277.7
KTOE,0000,B_102010,UK,2002-01-01,43470.7
KTOE,0000,B_102010,UK,2003-01-01,44673.6
KTOE,0000,B_102010,UK,2004-01-01,45633.5
KTOE,0000,B_102010,UK,2005-01-01,44238.1
KTOE,0000,B_102010,UK,2006-01-01,43118.8
KTOE,0000,B_102010,UK,2007-01-01,41605.0
KTOE,0000,B_102010,UK,2008-01-01,42513.4
KTOE,0000,B_102010,UK,2009-01-01,41323.0
KTOE,0000,B_102010,UK,2010-01-01,45502.5
KTOE,0000,B_102010,UK,2011-01-01,37758.5
KTOE,0000,B_102010,UK,2012-01-01,40920.9
KTOE,0000,B_102010,UK,2013-01-01,41398.7
KTOE,0000,B_102010,UK,2014-01-01,35736.4
KTOE,0000,B_102010,UK,2015-01-01,36931.5
KTOE,0000,B_102010,UK,2016-01-01,38053.9
KTOE,0000,B_102010,XK,1990-01-01,0.0
KTOE,0000,B_102010,XK,1991-01-01,0.0
KTOE,0000,B_102010,XK,1992-01-01,0.0
KTOE,0000,B_102010,XK,1993-01-01,0.0
KTOE,0000,B_102010,XK,1994-01-01,0.0
KTOE,0000,B_102010,XK,1995-01-01,0.0
KTOE,0000,B_102010,XK,1996-01-01,0.0
KTOE,0000,B_102010,XK,1997-01-01,0.0
KTOE,0000,B_102010,XK,1998-01-01,0.0
KTOE,0000,B_102010,XK,1999-01-01,0.0
KTOE,0000,B_102010,XK,2000-01-01,277.1
KTOE,0000,B_102010,XK,2001-01-01,322.7
KTOE,0000,B_102010,XK,2002-01-01,322.2
KTOE,0000,B_102010,XK,2003-01-01,318.9
KTOE,0000,B_102010,XK,2004-01-01,326.8
KTOE,0000,B_102010,XK,2005-01-01,345.0
KTOE,0000,B_102010,XK,2006-01-01,352.6
KTOE,0000,B_102010,XK,2007-01-01,337.9
KTOE,0000,B_102010,XK,2008-01-01,461.4
KTOE,0000,B_102010,XK,2009-01-01,455.7
KTOE,0000,B_102010,XK,2010-01-01,461.9
KTOE,0000,B_102010,XK,2011-01-01,491.2
KTOE,0000,B_102010,XK,2012-01-01,474.3
KTOE,0000,B_102010,XK,2013-01-01,494.2
KTOE,0000,B_102010,XK,2014-01-01,479.9
KTOE,0000,B_102010,XK,2015-01-01,476.4
KTOE,0000,B_102010,XK,2016-01-01,549.4
