s_adj,age,sex,unit,geotime,date,value
SA,TOTAL,F,PC_ACT,AT,2017-10-01,4.8
SA,TOTAL,F,PC_ACT,AT,2017-11-01,5.0
SA,TOTAL,F,PC_ACT,AT,2017-12-01,5.0
SA,TOTAL,F,PC_ACT,AT,2018-01-01,4.9
SA,TOTAL,F,PC_ACT,AT,2018-02-01,4.8
SA,TOTAL,F,PC_ACT,AT,2018-03-01,4.8
SA,TOTAL,F,PC_ACT,AT,2018-04-01,4.6
SA,TOTAL,F,PC_ACT,AT,2018-05-01,4.5
SA,TOTAL,F,PC_ACT,AT,2018-06-01,4.5
SA,TOTAL,F,PC_ACT,AT,2018-07-01,4.8
SA,TOTAL,F,PC_ACT,AT,2018-08-01,5.0
SA,TOTAL,F,PC_ACT,AT,2018-09-01,
SA,TOTAL,F,PC_ACT,BE,2017-10-01,6.6
SA,TOTAL,F,PC_ACT,BE,2017-11-01,6.4
SA,TOTAL,F,PC_ACT,BE,2017-12-01,6.2
SA,TOTAL,F,PC_ACT,BE,2018-01-01,5.8
SA,TOTAL,F,PC_ACT,BE,2018-02-01,5.7
SA,TOTAL,F,PC_ACT,BE,2018-03-01,5.7
SA,TOTAL,F,PC_ACT,BE,2018-04-01,6.0
SA,TOTAL,F,PC_ACT,BE,2018-05-01,6.1
SA,TOTAL,F,PC_ACT,BE,2018-06-01,6.2
SA,TOTAL,F,PC_ACT,BE,2018-07-01,6.4
SA,TOTAL,F,PC_ACT,BE,2018-08-01,6.4
SA,TOTAL,F,PC_ACT,BE,2018-09-01,
SA,TOTAL,F,PC_ACT,BG,2017-10-01,5.8
SA,TOTAL,F,PC_ACT,BG,2017-11-01,5.7
SA,TOTAL,F,PC_ACT,BG,2017-12-01,5.4
SA,TOTAL,F,PC_ACT,BG,2018-01-01,5.0
SA,TOTAL,F,PC_ACT,BG,2018-02-01,4.8
SA,TOTAL,F,PC_ACT,BG,2018-03-01,4.7
SA,TOTAL,F,PC_ACT,BG,2018-04-01,4.7
SA,TOTAL,F,PC_ACT,BG,2018-05-01,4.8
SA,TOTAL,F,PC_ACT,BG,2018-06-01,4.7
SA,TOTAL,F,PC_ACT,BG,2018-07-01,4.7
SA,TOTAL,F,PC_ACT,BG,2018-08-01,4.6
SA,TOTAL,F,PC_ACT,BG,2018-09-01,
SA,TOTAL,F,PC_ACT,CY,2017-10-01,10.0
SA,TOTAL,F,PC_ACT,CY,2017-11-01,10.1
SA,TOTAL,F,PC_ACT,CY,2017-12-01,10.0
SA,TOTAL,F,PC_ACT,CY,2018-01-01,9.9
SA,TOTAL,F,PC_ACT,CY,2018-02-01,9.6
SA,TOTAL,F,PC_ACT,CY,2018-03-01,9.1
SA,TOTAL,F,PC_ACT,CY,2018-04-01,8.6
SA,TOTAL,F,PC_ACT,CY,2018-05-01,8.3
SA,TOTAL,F,PC_ACT,CY,2018-06-01,8.2
SA,TOTAL,F,PC_ACT,CY,2018-07-01,8.1
SA,TOTAL,F,PC_ACT,CY,2018-08-01,7.9
SA,TOTAL,F,PC_ACT,CY,2018-09-01,
SA,TOTAL,F,PC_ACT,CZ,2017-10-01,3.0
SA,TOTAL,F,PC_ACT,CZ,2017-11-01,3.0
SA,TOTAL,F,PC_ACT,CZ,2017-12-01,2.9
SA,TOTAL,F,PC_ACT,CZ,2018-01-01,3.0
SA,TOTAL,F,PC_ACT,CZ,2018-02-01,2.9
SA,TOTAL,F,PC_ACT,CZ,2018-03-01,2.8
SA,TOTAL,F,PC_ACT,CZ,2018-04-01,2.9
SA,TOTAL,F,PC_ACT,CZ,2018-05-01,2.9
SA,TOTAL,F,PC_ACT,CZ,2018-06-01,3.0
SA,TOTAL,F,PC_ACT,CZ,2018-07-01,2.9
SA,TOTAL,F,PC_ACT,CZ,2018-08-01,3.1
SA,TOTAL,F,PC_ACT,CZ,2018-09-01,
SA,TOTAL,F,PC_ACT,DE,2017-10-01,3.3
SA,TOTAL,F,PC_ACT,DE,2017-11-01,3.2
SA,TOTAL,F,PC_ACT,DE,2017-12-01,3.1
SA,TOTAL,F,PC_ACT,DE,2018-01-01,3.1
SA,TOTAL,F,PC_ACT,DE,2018-02-01,3.0
SA,TOTAL,F,PC_ACT,DE,2018-03-01,3.0
SA,TOTAL,F,PC_ACT,DE,2018-04-01,3.0
SA,TOTAL,F,PC_ACT,DE,2018-05-01,3.0
SA,TOTAL,F,PC_ACT,DE,2018-06-01,3.0
SA,TOTAL,F,PC_ACT,DE,2018-07-01,2.9
SA,TOTAL,F,PC_ACT,DE,2018-08-01,2.9
SA,TOTAL,F,PC_ACT,DE,2018-09-01,
SA,TOTAL,F,PC_ACT,DK,2017-10-01,5.8
SA,TOTAL,F,PC_ACT,DK,2017-11-01,5.6
SA,TOTAL,F,PC_ACT,DK,2017-12-01,5.6
SA,TOTAL,F,PC_ACT,DK,2018-01-01,5.4
SA,TOTAL,F,PC_ACT,DK,2018-02-01,5.5
SA,TOTAL,F,PC_ACT,DK,2018-03-01,5.3
SA,TOTAL,F,PC_ACT,DK,2018-04-01,5.5
SA,TOTAL,F,PC_ACT,DK,2018-05-01,5.3
SA,TOTAL,F,PC_ACT,DK,2018-06-01,5.2
SA,TOTAL,F,PC_ACT,DK,2018-07-01,5.2
SA,TOTAL,F,PC_ACT,DK,2018-08-01,5.0
SA,TOTAL,F,PC_ACT,DK,2018-09-01,
SA,TOTAL,F,PC_ACT,EA,2017-10-01,9.2
SA,TOTAL,F,PC_ACT,EA,2017-11-01,9.1
SA,TOTAL,F,PC_ACT,EA,2017-12-01,9.0
SA,TOTAL,F,PC_ACT,EA,2018-01-01,9.1
SA,TOTAL,F,PC_ACT,EA,2018-02-01,8.9
SA,TOTAL,F,PC_ACT,EA,2018-03-01,8.9
SA,TOTAL,F,PC_ACT,EA,2018-04-01,8.7
SA,TOTAL,F,PC_ACT,EA,2018-05-01,8.6
SA,TOTAL,F,PC_ACT,EA,2018-06-01,8.6
SA,TOTAL,F,PC_ACT,EA,2018-07-01,8.5
SA,TOTAL,F,PC_ACT,EA,2018-08-01,8.5
SA,TOTAL,F,PC_ACT,EA,2018-09-01,
SA,TOTAL,F,PC_ACT,EA18,2017-10-01,9.2
SA,TOTAL,F,PC_ACT,EA18,2017-11-01,9.2
SA,TOTAL,F,PC_ACT,EA18,2017-12-01,9.1
SA,TOTAL,F,PC_ACT,EA18,2018-01-01,9.1
SA,TOTAL,F,PC_ACT,EA18,2018-02-01,9.0
SA,TOTAL,F,PC_ACT,EA18,2018-03-01,8.9
SA,TOTAL,F,PC_ACT,EA18,2018-04-01,8.8
SA,TOTAL,F,PC_ACT,EA18,2018-05-01,8.7
SA,TOTAL,F,PC_ACT,EA18,2018-06-01,8.6
SA,TOTAL,F,PC_ACT,EA18,2018-07-01,8.6
SA,TOTAL,F,PC_ACT,EA18,2018-08-01,8.5
SA,TOTAL,F,PC_ACT,EA18,2018-09-01,
SA,TOTAL,F,PC_ACT,EA19,2017-10-01,9.2
SA,TOTAL,F,PC_ACT,EA19,2017-11-01,9.1
SA,TOTAL,F,PC_ACT,EA19,2017-12-01,9.0
SA,TOTAL,F,PC_ACT,EA19,2018-01-01,9.1
SA,TOTAL,F,PC_ACT,EA19,2018-02-01,8.9
SA,TOTAL,F,PC_ACT,EA19,2018-03-01,8.9
SA,TOTAL,F,PC_ACT,EA19,2018-04-01,8.7
SA,TOTAL,F,PC_ACT,EA19,2018-05-01,8.6
SA,TOTAL,F,PC_ACT,EA19,2018-06-01,8.6
SA,TOTAL,F,PC_ACT,EA19,2018-07-01,8.5
SA,TOTAL,F,PC_ACT,EA19,2018-08-01,8.5
SA,TOTAL,F,PC_ACT,EA19,2018-09-01,
SA,TOTAL,F,PC_ACT,EE,2017-10-01,5.1
SA,TOTAL,F,PC_ACT,EE,2017-11-01,5.3
SA,TOTAL,F,PC_ACT,EE,2017-12-01,5.6
SA,TOTAL,F,PC_ACT,EE,2018-01-01,6.0
SA,TOTAL,F,PC_ACT,EE,2018-02-01,6.0
SA,TOTAL,F,PC_ACT,EE,2018-03-01,5.2
SA,TOTAL,F,PC_ACT,EE,2018-04-01,4.8
SA,TOTAL,F,PC_ACT,EE,2018-05-01,5.0
SA,TOTAL,F,PC_ACT,EE,2018-06-01,5.1
SA,TOTAL,F,PC_ACT,EE,2018-07-01,5.2
SA,TOTAL,F,PC_ACT,EE,2018-08-01,
SA,TOTAL,F,PC_ACT,EE,2018-09-01,
SA,TOTAL,F,PC_ACT,EL,2017-10-01,25.8
SA,TOTAL,F,PC_ACT,EL,2017-11-01,25.9
SA,TOTAL,F,PC_ACT,EL,2017-12-01,26.0
SA,TOTAL,F,PC_ACT,EL,2018-01-01,25.6
SA,TOTAL,F,PC_ACT,EL,2018-02-01,26.2
SA,TOTAL,F,PC_ACT,EL,2018-03-01,24.8
SA,TOTAL,F,PC_ACT,EL,2018-04-01,24.5
SA,TOTAL,F,PC_ACT,EL,2018-05-01,24.2
SA,TOTAL,F,PC_ACT,EL,2018-06-01,24.0
SA,TOTAL,F,PC_ACT,EL,2018-07-01,23.7
SA,TOTAL,F,PC_ACT,EL,2018-08-01,
SA,TOTAL,F,PC_ACT,EL,2018-09-01,
SA,TOTAL,F,PC_ACT,ES,2017-10-01,18.4
SA,TOTAL,F,PC_ACT,ES,2017-11-01,18.3
SA,TOTAL,F,PC_ACT,ES,2017-12-01,18.3
SA,TOTAL,F,PC_ACT,ES,2018-01-01,18.3
SA,TOTAL,F,PC_ACT,ES,2018-02-01,18.1
SA,TOTAL,F,PC_ACT,ES,2018-03-01,17.7
SA,TOTAL,F,PC_ACT,ES,2018-04-01,17.4
SA,TOTAL,F,PC_ACT,ES,2018-05-01,17.2
SA,TOTAL,F,PC_ACT,ES,2018-06-01,17.1
SA,TOTAL,F,PC_ACT,ES,2018-07-01,17.0
SA,TOTAL,F,PC_ACT,ES,2018-08-01,17.1
SA,TOTAL,F,PC_ACT,ES,2018-09-01,
SA,TOTAL,F,PC_ACT,EU27,2017-10-01,7.6
SA,TOTAL,F,PC_ACT,EU27,2017-11-01,7.6
SA,TOTAL,F,PC_ACT,EU27,2017-12-01,7.5
SA,TOTAL,F,PC_ACT,EU27,2018-01-01,7.5
SA,TOTAL,F,PC_ACT,EU27,2018-02-01,7.4
SA,TOTAL,F,PC_ACT,EU27,2018-03-01,7.3
SA,TOTAL,F,PC_ACT,EU27,2018-04-01,7.2
SA,TOTAL,F,PC_ACT,EU27,2018-05-01,7.1
SA,TOTAL,F,PC_ACT,EU27,2018-06-01,7.1
SA,TOTAL,F,PC_ACT,EU27,2018-07-01,7.0
SA,TOTAL,F,PC_ACT,EU27,2018-08-01,7.0
SA,TOTAL,F,PC_ACT,EU27,2018-09-01,
SA,TOTAL,F,PC_ACT,EU28,2017-10-01,7.7
SA,TOTAL,F,PC_ACT,EU28,2017-11-01,7.6
SA,TOTAL,F,PC_ACT,EU28,2017-12-01,7.5
SA,TOTAL,F,PC_ACT,EU28,2018-01-01,7.5
SA,TOTAL,F,PC_ACT,EU28,2018-02-01,7.4
SA,TOTAL,F,PC_ACT,EU28,2018-03-01,7.3
SA,TOTAL,F,PC_ACT,EU28,2018-04-01,7.2
SA,TOTAL,F,PC_ACT,EU28,2018-05-01,7.1
SA,TOTAL,F,PC_ACT,EU28,2018-06-01,7.1
SA,TOTAL,F,PC_ACT,EU28,2018-07-01,7.1
SA,TOTAL,F,PC_ACT,EU28,2018-08-01,7.0
SA,TOTAL,F,PC_ACT,EU28,2018-09-01,
SA,TOTAL,F,PC_ACT,FI,2017-10-01,8.1
SA,TOTAL,F,PC_ACT,FI,2017-11-01,8.1
SA,TOTAL,F,PC_ACT,FI,2017-12-01,8.1
SA,TOTAL,F,PC_ACT,FI,2018-01-01,8.0
SA,TOTAL,F,PC_ACT,FI,2018-02-01,7.9
SA,TOTAL,F,PC_ACT,FI,2018-03-01,7.8
SA,TOTAL,F,PC_ACT,FI,2018-04-01,7.7
SA,TOTAL,F,PC_ACT,FI,2018-05-01,7.6
SA,TOTAL,F,PC_ACT,FI,2018-06-01,7.5
SA,TOTAL,F,PC_ACT,FI,2018-07-01,7.5
SA,TOTAL,F,PC_ACT,FI,2018-08-01,7.5
SA,TOTAL,F,PC_ACT,FI,2018-09-01,7.5
SA,TOTAL,F,PC_ACT,FR,2017-10-01,9.1
SA,TOTAL,F,PC_ACT,FR,2017-11-01,9.1
SA,TOTAL,F,PC_ACT,FR,2017-12-01,9.2
SA,TOTAL,F,PC_ACT,FR,2018-01-01,9.3
SA,TOTAL,F,PC_ACT,FR,2018-02-01,9.3
SA,TOTAL,F,PC_ACT,FR,2018-03-01,9.2
SA,TOTAL,F,PC_ACT,FR,2018-04-01,9.2
SA,TOTAL,F,PC_ACT,FR,2018-05-01,9.1
SA,TOTAL,F,PC_ACT,FR,2018-06-01,9.1
SA,TOTAL,F,PC_ACT,FR,2018-07-01,9.1
SA,TOTAL,F,PC_ACT,FR,2018-08-01,9.1
SA,TOTAL,F,PC_ACT,FR,2018-09-01,
SA,TOTAL,F,PC_ACT,HR,2017-10-01,10.9
SA,TOTAL,F,PC_ACT,HR,2017-11-01,10.7
SA,TOTAL,F,PC_ACT,HR,2017-12-01,10.5
SA,TOTAL,F,PC_ACT,HR,2018-01-01,10.2
SA,TOTAL,F,PC_ACT,HR,2018-02-01,10.0
SA,TOTAL,F,PC_ACT,HR,2018-03-01,9.8
SA,TOTAL,F,PC_ACT,HR,2018-04-01,9.5
SA,TOTAL,F,PC_ACT,HR,2018-05-01,9.3
SA,TOTAL,F,PC_ACT,HR,2018-06-01,9.3
SA,TOTAL,F,PC_ACT,HR,2018-07-01,9.1
SA,TOTAL,F,PC_ACT,HR,2018-08-01,9.0
SA,TOTAL,F,PC_ACT,HR,2018-09-01,
SA,TOTAL,F,PC_ACT,HU,2017-10-01,4.4
SA,TOTAL,F,PC_ACT,HU,2017-11-01,4.4
SA,TOTAL,F,PC_ACT,HU,2017-12-01,4.3
SA,TOTAL,F,PC_ACT,HU,2018-01-01,4.3
SA,TOTAL,F,PC_ACT,HU,2018-02-01,4.1
SA,TOTAL,F,PC_ACT,HU,2018-03-01,4.2
SA,TOTAL,F,PC_ACT,HU,2018-04-01,4.0
SA,TOTAL,F,PC_ACT,HU,2018-05-01,3.8
SA,TOTAL,F,PC_ACT,HU,2018-06-01,3.9
SA,TOTAL,F,PC_ACT,HU,2018-07-01,4.1
SA,TOTAL,F,PC_ACT,HU,2018-08-01,
SA,TOTAL,F,PC_ACT,HU,2018-09-01,
SA,TOTAL,F,PC_ACT,IE,2017-10-01,6.2
SA,TOTAL,F,PC_ACT,IE,2017-11-01,6.1
SA,TOTAL,F,PC_ACT,IE,2017-12-01,5.9
SA,TOTAL,F,PC_ACT,IE,2018-01-01,5.7
SA,TOTAL,F,PC_ACT,IE,2018-02-01,5.6
SA,TOTAL,F,PC_ACT,IE,2018-03-01,5.6
SA,TOTAL,F,PC_ACT,IE,2018-04-01,5.6
SA,TOTAL,F,PC_ACT,IE,2018-05-01,5.6
SA,TOTAL,F,PC_ACT,IE,2018-06-01,5.6
SA,TOTAL,F,PC_ACT,IE,2018-07-01,5.7
SA,TOTAL,F,PC_ACT,IE,2018-08-01,5.4
SA,TOTAL,F,PC_ACT,IE,2018-09-01,5.1
SA,TOTAL,F,PC_ACT,IS,2017-10-01,2.8
SA,TOTAL,F,PC_ACT,IS,2017-11-01,2.9
SA,TOTAL,F,PC_ACT,IS,2017-12-01,2.9
SA,TOTAL,F,PC_ACT,IS,2018-01-01,3.0
SA,TOTAL,F,PC_ACT,IS,2018-02-01,2.9
SA,TOTAL,F,PC_ACT,IS,2018-03-01,2.8
SA,TOTAL,F,PC_ACT,IS,2018-04-01,2.8
SA,TOTAL,F,PC_ACT,IS,2018-05-01,2.8
SA,TOTAL,F,PC_ACT,IS,2018-06-01,2.7
SA,TOTAL,F,PC_ACT,IS,2018-07-01,2.7
SA,TOTAL,F,PC_ACT,IS,2018-08-01,2.7
SA,TOTAL,F,PC_ACT,IS,2018-09-01,
SA,TOTAL,F,PC_ACT,IT,2017-10-01,12.3
SA,TOTAL,F,PC_ACT,IT,2017-11-01,12.2
SA,TOTAL,F,PC_ACT,IT,2017-12-01,12.0
SA,TOTAL,F,PC_ACT,IT,2018-01-01,12.3
SA,TOTAL,F,PC_ACT,IT,2018-02-01,11.9
SA,TOTAL,F,PC_ACT,IT,2018-03-01,12.2
SA,TOTAL,F,PC_ACT,IT,2018-04-01,12.0
SA,TOTAL,F,PC_ACT,IT,2018-05-01,11.5
SA,TOTAL,F,PC_ACT,IT,2018-06-01,11.7
SA,TOTAL,F,PC_ACT,IT,2018-07-01,11.2
SA,TOTAL,F,PC_ACT,IT,2018-08-01,10.7
SA,TOTAL,F,PC_ACT,IT,2018-09-01,
SA,TOTAL,F,PC_ACT,JP,2017-10-01,2.6
SA,TOTAL,F,PC_ACT,JP,2017-11-01,2.5
SA,TOTAL,F,PC_ACT,JP,2017-12-01,2.7
SA,TOTAL,F,PC_ACT,JP,2018-01-01,2.2
SA,TOTAL,F,PC_ACT,JP,2018-02-01,2.3
SA,TOTAL,F,PC_ACT,JP,2018-03-01,2.3
SA,TOTAL,F,PC_ACT,JP,2018-04-01,2.1
SA,TOTAL,F,PC_ACT,JP,2018-05-01,2.0
SA,TOTAL,F,PC_ACT,JP,2018-06-01,2.2
SA,TOTAL,F,PC_ACT,JP,2018-07-01,2.3
SA,TOTAL,F,PC_ACT,JP,2018-08-01,2.3
SA,TOTAL,F,PC_ACT,JP,2018-09-01,
SA,TOTAL,F,PC_ACT,LT,2017-10-01,5.4
SA,TOTAL,F,PC_ACT,LT,2017-11-01,5.4
SA,TOTAL,F,PC_ACT,LT,2017-12-01,5.7
SA,TOTAL,F,PC_ACT,LT,2018-01-01,5.3
SA,TOTAL,F,PC_ACT,LT,2018-02-01,5.3
SA,TOTAL,F,PC_ACT,LT,2018-03-01,5.5
SA,TOTAL,F,PC_ACT,LT,2018-04-01,5.4
SA,TOTAL,F,PC_ACT,LT,2018-05-01,5.4
SA,TOTAL,F,PC_ACT,LT,2018-06-01,5.6
SA,TOTAL,F,PC_ACT,LT,2018-07-01,5.7
SA,TOTAL,F,PC_ACT,LT,2018-08-01,5.5
SA,TOTAL,F,PC_ACT,LT,2018-09-01,
SA,TOTAL,F,PC_ACT,LU,2017-10-01,5.6
SA,TOTAL,F,PC_ACT,LU,2017-11-01,5.7
SA,TOTAL,F,PC_ACT,LU,2017-12-01,5.7
SA,TOTAL,F,PC_ACT,LU,2018-01-01,5.7
SA,TOTAL,F,PC_ACT,LU,2018-02-01,5.7
SA,TOTAL,F,PC_ACT,LU,2018-03-01,5.7
SA,TOTAL,F,PC_ACT,LU,2018-04-01,5.6
SA,TOTAL,F,PC_ACT,LU,2018-05-01,5.7
SA,TOTAL,F,PC_ACT,LU,2018-06-01,5.6
SA,TOTAL,F,PC_ACT,LU,2018-07-01,5.6
SA,TOTAL,F,PC_ACT,LU,2018-08-01,5.6
SA,TOTAL,F,PC_ACT,LU,2018-09-01,
SA,TOTAL,F,PC_ACT,LV,2017-10-01,7.6
SA,TOTAL,F,PC_ACT,LV,2017-11-01,7.4
SA,TOTAL,F,PC_ACT,LV,2017-12-01,7.2
SA,TOTAL,F,PC_ACT,LV,2018-01-01,7.2
SA,TOTAL,F,PC_ACT,LV,2018-02-01,7.0
SA,TOTAL,F,PC_ACT,LV,2018-03-01,6.8
SA,TOTAL,F,PC_ACT,LV,2018-04-01,6.4
SA,TOTAL,F,PC_ACT,LV,2018-05-01,6.3
SA,TOTAL,F,PC_ACT,LV,2018-06-01,6.3
SA,TOTAL,F,PC_ACT,LV,2018-07-01,6.3
SA,TOTAL,F,PC_ACT,LV,2018-08-01,6.3
SA,TOTAL,F,PC_ACT,LV,2018-09-01,
SA,TOTAL,F,PC_ACT,MT,2017-10-01,4.5
SA,TOTAL,F,PC_ACT,MT,2017-11-01,4.5
SA,TOTAL,F,PC_ACT,MT,2017-12-01,4.6
SA,TOTAL,F,PC_ACT,MT,2018-01-01,4.2
SA,TOTAL,F,PC_ACT,MT,2018-02-01,4.1
SA,TOTAL,F,PC_ACT,MT,2018-03-01,4.0
SA,TOTAL,F,PC_ACT,MT,2018-04-01,3.7
SA,TOTAL,F,PC_ACT,MT,2018-05-01,3.5
SA,TOTAL,F,PC_ACT,MT,2018-06-01,3.5
SA,TOTAL,F,PC_ACT,MT,2018-07-01,3.8
SA,TOTAL,F,PC_ACT,MT,2018-08-01,3.7
SA,TOTAL,F,PC_ACT,MT,2018-09-01,
SA,TOTAL,F,PC_ACT,NL,2017-10-01,4.7
SA,TOTAL,F,PC_ACT,NL,2017-11-01,4.7
SA,TOTAL,F,PC_ACT,NL,2017-12-01,4.7
SA,TOTAL,F,PC_ACT,NL,2018-01-01,4.5
SA,TOTAL,F,PC_ACT,NL,2018-02-01,4.3
SA,TOTAL,F,PC_ACT,NL,2018-03-01,4.1
SA,TOTAL,F,PC_ACT,NL,2018-04-01,4.0
SA,TOTAL,F,PC_ACT,NL,2018-05-01,4.0
SA,TOTAL,F,PC_ACT,NL,2018-06-01,4.0
SA,TOTAL,F,PC_ACT,NL,2018-07-01,3.9
