age,unit,indic_em,sex,geotime,date,value
Y20-64,PC_POP,EMP_LFS,F,NL,2007-01-01,70
Y20-64,PC_POP,EMP_LFS,F,NL,2008-01-01,72
Y20-64,PC_POP,EMP_LFS,F,NL,2009-01-01,72
Y20-64,PC_POP,EMP_LFS,F,NL,2010-01-01,70
Y20-64,PC_POP,EMP_LFS,F,NL,2011-01-01,70
Y20-64,PC_POP,EMP_LFS,F,NL,2012-01-01,71
Y20-64,PC_POP,EMP_LFS,F,NL,2013-01-01,70
Y20-64,PC_POP,EMP_LFS,F,NL,2014-01-01,69
Y20-64,PC_POP,EMP_LFS,F,NL,2015-01-01,70
Y20-64,PC_POP,EMP_LFS,F,NL,2016-01-01,71
Y20-64,PC_POP,EMP_LFS,F,NL,2017-01-01,72
Y20-64,PC_POP,EMP_LFS,F,NO,2005-01-01,74
Y20-64,PC_POP,EMP_LFS,F,NO,2006-01-01,75
Y20-64,PC_POP,EMP_LFS,F,NO,2007-01-01,77
Y20-64,PC_POP,EMP_LFS,F,NO,2008-01-01,78
Y20-64,PC_POP,EMP_LFS,F,NO,2009-01-01,77
Y20-64,PC_POP,EMP_LFS,F,NO,2010-01-01,76
Y20-64,PC_POP,EMP_LFS,F,NO,2011-01-01,77
Y20-64,PC_POP,EMP_LFS,F,NO,2012-01-01,77
Y20-64,PC_POP,EMP_LFS,F,NO,2013-01-01,77
Y20-64,PC_POP,EMP_LFS,F,NO,2014-01-01,77
Y20-64,PC_POP,EMP_LFS,F,NO,2015-01-01,76
Y20-64,PC_POP,EMP_LFS,F,NO,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,F,NO,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,F,PL,2005-01-01,51
Y20-64,PC_POP,EMP_LFS,F,PL,2006-01-01,53
Y20-64,PC_POP,EMP_LFS,F,PL,2007-01-01,55
Y20-64,PC_POP,EMP_LFS,F,PL,2008-01-01,57
Y20-64,PC_POP,EMP_LFS,F,PL,2009-01-01,57
Y20-64,PC_POP,EMP_LFS,F,PL,2010-01-01,57
Y20-64,PC_POP,EMP_LFS,F,PL,2011-01-01,57
Y20-64,PC_POP,EMP_LFS,F,PL,2012-01-01,57
Y20-64,PC_POP,EMP_LFS,F,PL,2013-01-01,57
Y20-64,PC_POP,EMP_LFS,F,PL,2014-01-01,59
Y20-64,PC_POP,EMP_LFS,F,PL,2015-01-01,60
Y20-64,PC_POP,EMP_LFS,F,PL,2016-01-01,62
Y20-64,PC_POP,EMP_LFS,F,PL,2017-01-01,63
Y20-64,PC_POP,EMP_LFS,F,PT,2005-01-01,66
Y20-64,PC_POP,EMP_LFS,F,PT,2006-01-01,66
Y20-64,PC_POP,EMP_LFS,F,PT,2007-01-01,66
Y20-64,PC_POP,EMP_LFS,F,PT,2008-01-01,67
Y20-64,PC_POP,EMP_LFS,F,PT,2009-01-01,66
Y20-64,PC_POP,EMP_LFS,F,PT,2010-01-01,65
Y20-64,PC_POP,EMP_LFS,F,PT,2011-01-01,64
Y20-64,PC_POP,EMP_LFS,F,PT,2012-01-01,63
Y20-64,PC_POP,EMP_LFS,F,PT,2013-01-01,62
Y20-64,PC_POP,EMP_LFS,F,PT,2014-01-01,64
Y20-64,PC_POP,EMP_LFS,F,PT,2015-01-01,65
Y20-64,PC_POP,EMP_LFS,F,PT,2016-01-01,67
Y20-64,PC_POP,EMP_LFS,F,PT,2017-01-01,69
Y20-64,PC_POP,EMP_LFS,F,RO,2005-01-01,56
Y20-64,PC_POP,EMP_LFS,F,RO,2006-01-01,58
Y20-64,PC_POP,EMP_LFS,F,RO,2007-01-01,57
Y20-64,PC_POP,EMP_LFS,F,RO,2008-01-01,57
Y20-64,PC_POP,EMP_LFS,F,RO,2009-01-01,56
Y20-64,PC_POP,EMP_LFS,F,RO,2010-01-01,56
Y20-64,PC_POP,EMP_LFS,F,RO,2011-01-01,56
Y20-64,PC_POP,EMP_LFS,F,RO,2012-01-01,56
Y20-64,PC_POP,EMP_LFS,F,RO,2013-01-01,56
Y20-64,PC_POP,EMP_LFS,F,RO,2014-01-01,57
Y20-64,PC_POP,EMP_LFS,F,RO,2015-01-01,57
Y20-64,PC_POP,EMP_LFS,F,RO,2016-01-01,57
Y20-64,PC_POP,EMP_LFS,F,RO,2017-01-01,60
Y20-64,PC_POP,EMP_LFS,F,SE,2005-01-01,75
Y20-64,PC_POP,EMP_LFS,F,SE,2006-01-01,75
Y20-64,PC_POP,EMP_LFS,F,SE,2007-01-01,77
Y20-64,PC_POP,EMP_LFS,F,SE,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,F,SE,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,F,SE,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,F,SE,2011-01-01,76
Y20-64,PC_POP,EMP_LFS,F,SE,2012-01-01,76
Y20-64,PC_POP,EMP_LFS,F,SE,2013-01-01,77
Y20-64,PC_POP,EMP_LFS,F,SE,2014-01-01,77
Y20-64,PC_POP,EMP_LFS,F,SE,2015-01-01,78
Y20-64,PC_POP,EMP_LFS,F,SE,2016-01-01,79
Y20-64,PC_POP,EMP_LFS,F,SE,2017-01-01,79
Y20-64,PC_POP,EMP_LFS,F,SI,2005-01-01,66
Y20-64,PC_POP,EMP_LFS,F,SI,2006-01-01,66
Y20-64,PC_POP,EMP_LFS,F,SI,2007-01-01,67
Y20-64,PC_POP,EMP_LFS,F,SI,2008-01-01,68
Y20-64,PC_POP,EMP_LFS,F,SI,2009-01-01,67
Y20-64,PC_POP,EMP_LFS,F,SI,2010-01-01,66
Y20-64,PC_POP,EMP_LFS,F,SI,2011-01-01,64
Y20-64,PC_POP,EMP_LFS,F,SI,2012-01-01,64
Y20-64,PC_POP,EMP_LFS,F,SI,2013-01-01,63
Y20-64,PC_POP,EMP_LFS,F,SI,2014-01-01,63
Y20-64,PC_POP,EMP_LFS,F,SI,2015-01-01,64
Y20-64,PC_POP,EMP_LFS,F,SI,2016-01-01,66
Y20-64,PC_POP,EMP_LFS,F,SI,2017-01-01,69
Y20-64,PC_POP,EMP_LFS,F,SK,2005-01-01,56
Y20-64,PC_POP,EMP_LFS,F,SK,2006-01-01,57
Y20-64,PC_POP,EMP_LFS,F,SK,2007-01-01,58
Y20-64,PC_POP,EMP_LFS,F,SK,2008-01-01,60
Y20-64,PC_POP,EMP_LFS,F,SK,2009-01-01,58
Y20-64,PC_POP,EMP_LFS,F,SK,2010-01-01,57
Y20-64,PC_POP,EMP_LFS,F,SK,2011-01-01,57
Y20-64,PC_POP,EMP_LFS,F,SK,2012-01-01,57
Y20-64,PC_POP,EMP_LFS,F,SK,2013-01-01,57
Y20-64,PC_POP,EMP_LFS,F,SK,2014-01-01,58
Y20-64,PC_POP,EMP_LFS,F,SK,2015-01-01,60
Y20-64,PC_POP,EMP_LFS,F,SK,2016-01-01,62
Y20-64,PC_POP,EMP_LFS,F,SK,2017-01-01,64
Y20-64,PC_POP,EMP_LFS,F,TR,2005-01-01,
Y20-64,PC_POP,EMP_LFS,F,TR,2006-01-01,24
Y20-64,PC_POP,EMP_LFS,F,TR,2007-01-01,24
Y20-64,PC_POP,EMP_LFS,F,TR,2008-01-01,24
Y20-64,PC_POP,EMP_LFS,F,TR,2009-01-01,25
Y20-64,PC_POP,EMP_LFS,F,TR,2010-01-01,28
Y20-64,PC_POP,EMP_LFS,F,TR,2011-01-01,29
Y20-64,PC_POP,EMP_LFS,F,TR,2012-01-01,30
Y20-64,PC_POP,EMP_LFS,F,TR,2013-01-01,31
Y20-64,PC_POP,EMP_LFS,F,TR,2014-01-01,31
Y20-64,PC_POP,EMP_LFS,F,TR,2015-01-01,32
Y20-64,PC_POP,EMP_LFS,F,TR,2016-01-01,33
Y20-64,PC_POP,EMP_LFS,F,TR,2017-01-01,34
Y20-64,PC_POP,EMP_LFS,F,UK,2005-01-01,68
Y20-64,PC_POP,EMP_LFS,F,UK,2006-01-01,68
Y20-64,PC_POP,EMP_LFS,F,UK,2007-01-01,68
Y20-64,PC_POP,EMP_LFS,F,UK,2008-01-01,68
Y20-64,PC_POP,EMP_LFS,F,UK,2009-01-01,68
Y20-64,PC_POP,EMP_LFS,F,UK,2010-01-01,67
Y20-64,PC_POP,EMP_LFS,F,UK,2011-01-01,67
Y20-64,PC_POP,EMP_LFS,F,UK,2012-01-01,68
Y20-64,PC_POP,EMP_LFS,F,UK,2013-01-01,69
Y20-64,PC_POP,EMP_LFS,F,UK,2014-01-01,70
Y20-64,PC_POP,EMP_LFS,F,UK,2015-01-01,71
Y20-64,PC_POP,EMP_LFS,F,UK,2016-01-01,72
Y20-64,PC_POP,EMP_LFS,F,UK,2017-01-01,73
Y20-64,PC_POP,EMP_LFS,M,AT,2005-01-01,76
Y20-64,PC_POP,EMP_LFS,M,AT,2006-01-01,78
Y20-64,PC_POP,EMP_LFS,M,AT,2007-01-01,79
Y20-64,PC_POP,EMP_LFS,M,AT,2008-01-01,80
Y20-64,PC_POP,EMP_LFS,M,AT,2009-01-01,78
Y20-64,PC_POP,EMP_LFS,M,AT,2010-01-01,79
Y20-64,PC_POP,EMP_LFS,M,AT,2011-01-01,79
Y20-64,PC_POP,EMP_LFS,M,AT,2012-01-01,79
Y20-64,PC_POP,EMP_LFS,M,AT,2013-01-01,79
Y20-64,PC_POP,EMP_LFS,M,AT,2014-01-01,78
Y20-64,PC_POP,EMP_LFS,M,AT,2015-01-01,78
Y20-64,PC_POP,EMP_LFS,M,AT,2016-01-01,78
Y20-64,PC_POP,EMP_LFS,M,AT,2017-01-01,79
Y20-64,PC_POP,EMP_LFS,M,BE,2005-01-01,74
Y20-64,PC_POP,EMP_LFS,M,BE,2006-01-01,74
Y20-64,PC_POP,EMP_LFS,M,BE,2007-01-01,75
Y20-64,PC_POP,EMP_LFS,M,BE,2008-01-01,74
Y20-64,PC_POP,EMP_LFS,M,BE,2009-01-01,73
Y20-64,PC_POP,EMP_LFS,M,BE,2010-01-01,73
Y20-64,PC_POP,EMP_LFS,M,BE,2011-01-01,73
Y20-64,PC_POP,EMP_LFS,M,BE,2012-01-01,72
Y20-64,PC_POP,EMP_LFS,M,BE,2013-01-01,72
Y20-64,PC_POP,EMP_LFS,M,BE,2014-01-01,71
Y20-64,PC_POP,EMP_LFS,M,BE,2015-01-01,71
Y20-64,PC_POP,EMP_LFS,M,BE,2016-01-01,72
Y20-64,PC_POP,EMP_LFS,M,BE,2017-01-01,73
Y20-64,PC_POP,EMP_LFS,M,BG,2005-01-01,66
Y20-64,PC_POP,EMP_LFS,M,BG,2006-01-01,69
Y20-64,PC_POP,EMP_LFS,M,BG,2007-01-01,73
Y20-64,PC_POP,EMP_LFS,M,BG,2008-01-01,76
Y20-64,PC_POP,EMP_LFS,M,BG,2009-01-01,73
Y20-64,PC_POP,EMP_LFS,M,BG,2010-01-01,68
Y20-64,PC_POP,EMP_LFS,M,BG,2011-01-01,66
Y20-64,PC_POP,EMP_LFS,M,BG,2012-01-01,65
Y20-64,PC_POP,EMP_LFS,M,BG,2013-01-01,66
Y20-64,PC_POP,EMP_LFS,M,BG,2014-01-01,68
Y20-64,PC_POP,EMP_LFS,M,BG,2015-01-01,70
Y20-64,PC_POP,EMP_LFS,M,BG,2016-01-01,71
Y20-64,PC_POP,EMP_LFS,M,BG,2017-01-01,75
Y20-64,PC_POP,EMP_LFS,M,CH,2005-01-01,
Y20-64,PC_POP,EMP_LFS,M,CH,2006-01-01,
Y20-64,PC_POP,EMP_LFS,M,CH,2007-01-01,
Y20-64,PC_POP,EMP_LFS,M,CH,2008-01-01,
Y20-64,PC_POP,EMP_LFS,M,CH,2009-01-01,
Y20-64,PC_POP,EMP_LFS,M,CH,2010-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2011-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2012-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2013-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2014-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2015-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2016-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CH,2017-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CY,2005-01-01,85
Y20-64,PC_POP,EMP_LFS,M,CY,2006-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CY,2007-01-01,86
Y20-64,PC_POP,EMP_LFS,M,CY,2008-01-01,85
Y20-64,PC_POP,EMP_LFS,M,CY,2009-01-01,82
Y20-64,PC_POP,EMP_LFS,M,CY,2010-01-01,81
Y20-64,PC_POP,EMP_LFS,M,CY,2011-01-01,79
Y20-64,PC_POP,EMP_LFS,M,CY,2012-01-01,76
Y20-64,PC_POP,EMP_LFS,M,CY,2013-01-01,72
Y20-64,PC_POP,EMP_LFS,M,CY,2014-01-01,71
Y20-64,PC_POP,EMP_LFS,M,CY,2015-01-01,72
Y20-64,PC_POP,EMP_LFS,M,CY,2016-01-01,73
Y20-64,PC_POP,EMP_LFS,M,CY,2017-01-01,75
Y20-64,PC_POP,EMP_LFS,M,CZ,2005-01-01,80
Y20-64,PC_POP,EMP_LFS,M,CZ,2006-01-01,80
Y20-64,PC_POP,EMP_LFS,M,CZ,2007-01-01,81
Y20-64,PC_POP,EMP_LFS,M,CZ,2008-01-01,82
Y20-64,PC_POP,EMP_LFS,M,CZ,2009-01-01,80
Y20-64,PC_POP,EMP_LFS,M,CZ,2010-01-01,79
Y20-64,PC_POP,EMP_LFS,M,CZ,2011-01-01,79
Y20-64,PC_POP,EMP_LFS,M,CZ,2012-01-01,80
Y20-64,PC_POP,EMP_LFS,M,CZ,2013-01-01,81
Y20-64,PC_POP,EMP_LFS,M,CZ,2014-01-01,82
Y20-64,PC_POP,EMP_LFS,M,CZ,2015-01-01,83
Y20-64,PC_POP,EMP_LFS,M,CZ,2016-01-01,84
Y20-64,PC_POP,EMP_LFS,M,CZ,2017-01-01,86
Y20-64,PC_POP,EMP_LFS,M,DE,2005-01-01,75
Y20-64,PC_POP,EMP_LFS,M,DE,2006-01-01,77
Y20-64,PC_POP,EMP_LFS,M,DE,2007-01-01,79
Y20-64,PC_POP,EMP_LFS,M,DE,2008-01-01,80
Y20-64,PC_POP,EMP_LFS,M,DE,2009-01-01,79
Y20-64,PC_POP,EMP_LFS,M,DE,2010-01-01,80
Y20-64,PC_POP,EMP_LFS,M,DE,2011-01-01,81
Y20-64,PC_POP,EMP_LFS,M,DE,2012-01-01,82
Y20-64,PC_POP,EMP_LFS,M,DE,2013-01-01,82
Y20-64,PC_POP,EMP_LFS,M,DE,2014-01-01,82
Y20-64,PC_POP,EMP_LFS,M,DE,2015-01-01,82
Y20-64,PC_POP,EMP_LFS,M,DE,2016-01-01,82
Y20-64,PC_POP,EMP_LFS,M,DE,2017-01-01,83
Y20-64,PC_POP,EMP_LFS,M,DK,2005-01-01,82
Y20-64,PC_POP,EMP_LFS,M,DK,2006-01-01,83
Y20-64,PC_POP,EMP_LFS,M,DK,2007-01-01,83
Y20-64,PC_POP,EMP_LFS,M,DK,2008-01-01,83
Y20-64,PC_POP,EMP_LFS,M,DK,2009-01-01,80
Y20-64,PC_POP,EMP_LFS,M,DK,2010-01-01,78
Y20-64,PC_POP,EMP_LFS,M,DK,2011-01-01,79
Y20-64,PC_POP,EMP_LFS,M,DK,2012-01-01,78
Y20-64,PC_POP,EMP_LFS,M,DK,2013-01-01,78
Y20-64,PC_POP,EMP_LFS,M,DK,2014-01-01,79
Y20-64,PC_POP,EMP_LFS,M,DK,2015-01-01,80
Y20-64,PC_POP,EMP_LFS,M,DK,2016-01-01,80
Y20-64,PC_POP,EMP_LFS,M,DK,2017-01-01,80
Y20-64,PC_POP,EMP_LFS,M,EA18,2005-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EA18,2006-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EA18,2007-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EA18,2008-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EA18,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA18,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA18,2011-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA18,2012-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EA18,2013-01-01,73
Y20-64,PC_POP,EMP_LFS,M,EA18,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,EA18,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EA18,2016-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA18,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EA19,2005-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EA19,2006-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EA19,2007-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EA19,2008-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EA19,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA19,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA19,2011-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EA19,2012-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EA19,2013-01-01,73
Y20-64,PC_POP,EMP_LFS,M,EA19,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,EA19,2015-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EA19,2016-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EA19,2017-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EE,2005-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EE,2006-01-01,79
Y20-64,PC_POP,EMP_LFS,M,EE,2007-01-01,81
Y20-64,PC_POP,EMP_LFS,M,EE,2008-01-01,81
Y20-64,PC_POP,EMP_LFS,M,EE,2009-01-01,71
Y20-64,PC_POP,EMP_LFS,M,EE,2010-01-01,67
Y20-64,PC_POP,EMP_LFS,M,EE,2011-01-01,73
Y20-64,PC_POP,EMP_LFS,M,EE,2012-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EE,2013-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EE,2014-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EE,2015-01-01,80
Y20-64,PC_POP,EMP_LFS,M,EE,2016-01-01,80
Y20-64,PC_POP,EMP_LFS,M,EE,2017-01-01,82
Y20-64,PC_POP,EMP_LFS,M,EL,2005-01-01,79
Y20-64,PC_POP,EMP_LFS,M,EL,2006-01-01,79
Y20-64,PC_POP,EMP_LFS,M,EL,2007-01-01,80
Y20-64,PC_POP,EMP_LFS,M,EL,2008-01-01,80
Y20-64,PC_POP,EMP_LFS,M,EL,2009-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EL,2010-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EL,2011-01-01,70
Y20-64,PC_POP,EMP_LFS,M,EL,2012-01-01,65
Y20-64,PC_POP,EMP_LFS,M,EL,2013-01-01,62
Y20-64,PC_POP,EMP_LFS,M,EL,2014-01-01,62
Y20-64,PC_POP,EMP_LFS,M,EL,2015-01-01,64
Y20-64,PC_POP,EMP_LFS,M,EL,2016-01-01,65
Y20-64,PC_POP,EMP_LFS,M,EL,2017-01-01,67
Y20-64,PC_POP,EMP_LFS,M,ES,2005-01-01,79
Y20-64,PC_POP,EMP_LFS,M,ES,2006-01-01,80
Y20-64,PC_POP,EMP_LFS,M,ES,2007-01-01,80
Y20-64,PC_POP,EMP_LFS,M,ES,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,M,ES,2009-01-01,71
Y20-64,PC_POP,EMP_LFS,M,ES,2010-01-01,69
Y20-64,PC_POP,EMP_LFS,M,ES,2011-01-01,67
Y20-64,PC_POP,EMP_LFS,M,ES,2012-01-01,64
Y20-64,PC_POP,EMP_LFS,M,ES,2013-01-01,63
Y20-64,PC_POP,EMP_LFS,M,ES,2014-01-01,65
Y20-64,PC_POP,EMP_LFS,M,ES,2015-01-01,67
Y20-64,PC_POP,EMP_LFS,M,ES,2016-01-01,69
Y20-64,PC_POP,EMP_LFS,M,ES,2017-01-01,71
Y20-64,PC_POP,EMP_LFS,M,EU27,2005-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EU27,2006-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EU27,2007-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EU27,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EU27,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU27,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU27,2011-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU27,2012-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EU27,2013-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EU27,2014-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU27,2015-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EU27,2016-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EU27,2017-01-01,78
Y20-64,PC_POP,EMP_LFS,M,EU28,2005-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU28,2006-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EU28,2007-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EU28,2008-01-01,77
Y20-64,PC_POP,EMP_LFS,M,EU28,2009-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU28,2010-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU28,2011-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU28,2012-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EU28,2013-01-01,74
Y20-64,PC_POP,EMP_LFS,M,EU28,2014-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU28,2015-01-01,75
Y20-64,PC_POP,EMP_LFS,M,EU28,2016-01-01,76
Y20-64,PC_POP,EMP_LFS,M,EU28,2017-01-01,78
Y20-64,PC_POP,EMP_LFS,M,FI,2005-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FI,2006-01-01,76
Y20-64,PC_POP,EMP_LFS,M,FI,2007-01-01,77
Y20-64,PC_POP,EMP_LFS,M,FI,2008-01-01,78
Y20-64,PC_POP,EMP_LFS,M,FI,2009-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FI,2010-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FI,2011-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FI,2012-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FI,2013-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FI,2014-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FI,2015-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FI,2016-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FI,2017-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FR,2005-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2006-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2007-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2008-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2009-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2010-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2011-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2012-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2013-01-01,
Y20-64,PC_POP,EMP_LFS,M,FR,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FR,2015-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FR,2016-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FR,2017-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FX,2005-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FX,2006-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FX,2007-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FX,2008-01-01,75
Y20-64,PC_POP,EMP_LFS,M,FX,2009-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FX,2010-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FX,2011-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FX,2012-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FX,2013-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FX,2014-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FX,2015-01-01,73
Y20-64,PC_POP,EMP_LFS,M,FX,2016-01-01,74
Y20-64,PC_POP,EMP_LFS,M,FX,2017-01-01,75
Y20-64,PC_POP,EMP_LFS,M,HR,2005-01-01,67
Y20-64,PC_POP,EMP_LFS,M,HR,2006-01-01,67
Y20-64,PC_POP,EMP_LFS,M,HR,2007-01-01,72
Y20-64,PC_POP,EMP_LFS,M,HR,2008-01-01,72
Y20-64,PC_POP,EMP_LFS,M,HR,2009-01-01,70
Y20-64,PC_POP,EMP_LFS,M,HR,2010-01-01,67
Y20-64,PC_POP,EMP_LFS,M,HR,2011-01-01,66
Y20-64,PC_POP,EMP_LFS,M,HR,2012-01-01,63
Y20-64,PC_POP,EMP_LFS,M,HR,2013-01-01,61
Y20-64,PC_POP,EMP_LFS,M,HR,2014-01-01,64
Y20-64,PC_POP,EMP_LFS,M,HR,2015-01-01,65
Y20-64,PC_POP,EMP_LFS,M,HR,2016-01-01,66
Y20-64,PC_POP,EMP_LFS,M,HR,2017-01-01,68
Y20-64,PC_POP,EMP_LFS,M,HU,2005-01-01,69
Y20-64,PC_POP,EMP_LFS,M,HU,2006-01-01,70
Y20-64,PC_POP,EMP_LFS,M,HU,2007-01-01,69
Y20-64,PC_POP,EMP_LFS,M,HU,2008-01-01,68
