age,unit,sex,geotime,date,value
TOTAL,AVG_3Y,T,HU,2017-01-01,5
TOTAL,AVG_3Y,T,IE,1995-01-01,
TOTAL,AVG_3Y,T,IE,1996-01-01,
TOTAL,AVG_3Y,T,IE,1997-01-01,11
TOTAL,AVG_3Y,T,IE,1998-01-01,9
TOTAL,AVG_3Y,T,IE,1999-01-01,7
TOTAL,AVG_3Y,T,IE,2000-01-01,5
TOTAL,AVG_3Y,T,IE,2001-01-01,4
TOTAL,AVG_3Y,T,IE,2002-01-01,4
TOTAL,AVG_3Y,T,IE,2003-01-01,4
TOTAL,AVG_3Y,T,IE,2004-01-01,4
TOTAL,AVG_3Y,T,IE,2005-01-01,4
TOTAL,AVG_3Y,T,IE,2006-01-01,4
TOTAL,AVG_3Y,T,IE,2007-01-01,4
TOTAL,AVG_3Y,T,IE,2008-01-01,5
TOTAL,AVG_3Y,T,IE,2009-01-01,8
TOTAL,AVG_3Y,T,IE,2010-01-01,11
TOTAL,AVG_3Y,T,IE,2011-01-01,14
TOTAL,AVG_3Y,T,IE,2012-01-01,15
TOTAL,AVG_3Y,T,IE,2013-01-01,14
TOTAL,AVG_3Y,T,IE,2014-01-01,
TOTAL,AVG_3Y,T,IE,2015-01-01,
TOTAL,AVG_3Y,T,IE,2016-01-01,
TOTAL,AVG_3Y,T,IE,2017-01-01,8
TOTAL,AVG_3Y,T,IT,1995-01-01,
TOTAL,AVG_3Y,T,IT,1996-01-01,
TOTAL,AVG_3Y,T,IT,1997-01-01,11
TOTAL,AVG_3Y,T,IT,1998-01-01,11
TOTAL,AVG_3Y,T,IT,1999-01-01,11
TOTAL,AVG_3Y,T,IT,2000-01-01,10
TOTAL,AVG_3Y,T,IT,2001-01-01,10
TOTAL,AVG_3Y,T,IT,2002-01-01,9
TOTAL,AVG_3Y,T,IT,2003-01-01,8
TOTAL,AVG_3Y,T,IT,2004-01-01,8
TOTAL,AVG_3Y,T,IT,2005-01-01,8
TOTAL,AVG_3Y,T,IT,2006-01-01,7
TOTAL,AVG_3Y,T,IT,2007-01-01,6
TOTAL,AVG_3Y,T,IT,2008-01-01,6
TOTAL,AVG_3Y,T,IT,2009-01-01,6
TOTAL,AVG_3Y,T,IT,2010-01-01,7
TOTAL,AVG_3Y,T,IT,2011-01-01,8
TOTAL,AVG_3Y,T,IT,2012-01-01,9
TOTAL,AVG_3Y,T,IT,2013-01-01,10
TOTAL,AVG_3Y,T,IT,2014-01-01,
TOTAL,AVG_3Y,T,IT,2015-01-01,
TOTAL,AVG_3Y,T,IT,2016-01-01,
TOTAL,AVG_3Y,T,IT,2017-01-01,11
TOTAL,AVG_3Y,T,LT,1995-01-01,
TOTAL,AVG_3Y,T,LT,1996-01-01,
TOTAL,AVG_3Y,T,LT,1997-01-01,
TOTAL,AVG_3Y,T,LT,1998-01-01,
TOTAL,AVG_3Y,T,LT,1999-01-01,
TOTAL,AVG_3Y,T,LT,2000-01-01,14
TOTAL,AVG_3Y,T,LT,2001-01-01,16
TOTAL,AVG_3Y,T,LT,2002-01-01,15
TOTAL,AVG_3Y,T,LT,2003-01-01,14
TOTAL,AVG_3Y,T,LT,2004-01-01,12
TOTAL,AVG_3Y,T,LT,2005-01-01,10
TOTAL,AVG_3Y,T,LT,2006-01-01,8
TOTAL,AVG_3Y,T,LT,2007-01-01,6
TOTAL,AVG_3Y,T,LT,2008-01-01,5
TOTAL,AVG_3Y,T,LT,2009-01-01,8
TOTAL,AVG_3Y,T,LT,2010-01-01,12
TOTAL,AVG_3Y,T,LT,2011-01-01,15
TOTAL,AVG_3Y,T,LT,2012-01-01,15
TOTAL,AVG_3Y,T,LT,2013-01-01,13
TOTAL,AVG_3Y,T,LT,2014-01-01,
TOTAL,AVG_3Y,T,LT,2015-01-01,
TOTAL,AVG_3Y,T,LT,2016-01-01,
TOTAL,AVG_3Y,T,LT,2017-01-01,8
TOTAL,AVG_3Y,T,LU,1995-01-01,
TOTAL,AVG_3Y,T,LU,1996-01-01,
TOTAL,AVG_3Y,T,LU,1997-01-01,2
TOTAL,AVG_3Y,T,LU,1998-01-01,2
TOTAL,AVG_3Y,T,LU,1999-01-01,2
TOTAL,AVG_3Y,T,LU,2000-01-01,2
TOTAL,AVG_3Y,T,LU,2001-01-01,2
TOTAL,AVG_3Y,T,LU,2002-01-01,2
TOTAL,AVG_3Y,T,LU,2003-01-01,2
TOTAL,AVG_3Y,T,LU,2004-01-01,3
TOTAL,AVG_3Y,T,LU,2005-01-01,4
TOTAL,AVG_3Y,T,LU,2006-01-01,4
TOTAL,AVG_3Y,T,LU,2007-01-01,4
TOTAL,AVG_3Y,T,LU,2008-01-01,4
TOTAL,AVG_3Y,T,LU,2009-01-01,4
TOTAL,AVG_3Y,T,LU,2010-01-01,4
TOTAL,AVG_3Y,T,LU,2011-01-01,4
TOTAL,AVG_3Y,T,LU,2012-01-01,4
TOTAL,AVG_3Y,T,LU,2013-01-01,5
TOTAL,AVG_3Y,T,LU,2014-01-01,
TOTAL,AVG_3Y,T,LU,2015-01-01,
TOTAL,AVG_3Y,T,LU,2016-01-01,
TOTAL,AVG_3Y,T,LU,2017-01-01,6
TOTAL,AVG_3Y,T,LV,1995-01-01,
TOTAL,AVG_3Y,T,LV,1996-01-01,
TOTAL,AVG_3Y,T,LV,1997-01-01,
TOTAL,AVG_3Y,T,LV,1998-01-01,
TOTAL,AVG_3Y,T,LV,1999-01-01,
TOTAL,AVG_3Y,T,LV,2000-01-01,
TOTAL,AVG_3Y,T,LV,2001-01-01,14
TOTAL,AVG_3Y,T,LV,2002-01-01,13
TOTAL,AVG_3Y,T,LV,2003-01-01,12
TOTAL,AVG_3Y,T,LV,2004-01-01,11
TOTAL,AVG_3Y,T,LV,2005-01-01,11
TOTAL,AVG_3Y,T,LV,2006-01-01,9
TOTAL,AVG_3Y,T,LV,2007-01-01,7
TOTAL,AVG_3Y,T,LV,2008-01-01,6
TOTAL,AVG_3Y,T,LV,2009-01-01,10
TOTAL,AVG_3Y,T,LV,2010-01-01,14
TOTAL,AVG_3Y,T,LV,2011-01-01,17
TOTAL,AVG_3Y,T,LV,2012-01-01,16
TOTAL,AVG_3Y,T,LV,2013-01-01,14
TOTAL,AVG_3Y,T,LV,2014-01-01,
TOTAL,AVG_3Y,T,LV,2015-01-01,
TOTAL,AVG_3Y,T,LV,2016-01-01,
TOTAL,AVG_3Y,T,LV,2017-01-01,9
TOTAL,AVG_3Y,T,MT,1995-01-01,
TOTAL,AVG_3Y,T,MT,1996-01-01,
TOTAL,AVG_3Y,T,MT,1997-01-01,
TOTAL,AVG_3Y,T,MT,1998-01-01,
TOTAL,AVG_3Y,T,MT,1999-01-01,
TOTAL,AVG_3Y,T,MT,2000-01-01,
TOTAL,AVG_3Y,T,MT,2001-01-01,
TOTAL,AVG_3Y,T,MT,2002-01-01,7
TOTAL,AVG_3Y,T,MT,2003-01-01,7
TOTAL,AVG_3Y,T,MT,2004-01-01,7
TOTAL,AVG_3Y,T,MT,2005-01-01,7
TOTAL,AVG_3Y,T,MT,2006-01-01,7
TOTAL,AVG_3Y,T,MT,2007-01-01,7
TOTAL,AVG_3Y,T,MT,2008-01-01,6
TOTAL,AVG_3Y,T,MT,2009-01-01,6
TOTAL,AVG_3Y,T,MT,2010-01-01,7
TOTAL,AVG_3Y,T,MT,2011-01-01,7
TOTAL,AVG_3Y,T,MT,2012-01-01,7
TOTAL,AVG_3Y,T,MT,2013-01-01,6
TOTAL,AVG_3Y,T,MT,2014-01-01,
TOTAL,AVG_3Y,T,MT,2015-01-01,
TOTAL,AVG_3Y,T,MT,2016-01-01,
TOTAL,AVG_3Y,T,MT,2017-01-01,5
TOTAL,AVG_3Y,T,NL,1995-01-01,
TOTAL,AVG_3Y,T,NL,1996-01-01,
TOTAL,AVG_3Y,T,NL,1997-01-01,7
TOTAL,AVG_3Y,T,NL,1998-01-01,6
TOTAL,AVG_3Y,T,NL,1999-01-01,5
TOTAL,AVG_3Y,T,NL,2000-01-01,4
TOTAL,AVG_3Y,T,NL,2001-01-01,3
TOTAL,AVG_3Y,T,NL,2002-01-01,3
TOTAL,AVG_3Y,T,NL,2003-01-01,3
TOTAL,AVG_3Y,T,NL,2004-01-01,4
TOTAL,AVG_3Y,T,NL,2005-01-01,5
TOTAL,AVG_3Y,T,NL,2006-01-01,5
TOTAL,AVG_3Y,T,NL,2007-01-01,5
TOTAL,AVG_3Y,T,NL,2008-01-01,4
TOTAL,AVG_3Y,T,NL,2009-01-01,4
TOTAL,AVG_3Y,T,NL,2010-01-01,4
TOTAL,AVG_3Y,T,NL,2011-01-01,4
TOTAL,AVG_3Y,T,NL,2012-01-01,5
TOTAL,AVG_3Y,T,NL,2013-01-01,6
TOTAL,AVG_3Y,T,NL,2014-01-01,
TOTAL,AVG_3Y,T,NL,2015-01-01,
TOTAL,AVG_3Y,T,NL,2016-01-01,
TOTAL,AVG_3Y,T,NL,2017-01-01,5
TOTAL,AVG_3Y,T,PL,1995-01-01,
TOTAL,AVG_3Y,T,PL,1996-01-01,
TOTAL,AVG_3Y,T,PL,1997-01-01,
TOTAL,AVG_3Y,T,PL,1998-01-01,
TOTAL,AVG_3Y,T,PL,1999-01-01,11
TOTAL,AVG_3Y,T,PL,2000-01-01,13
TOTAL,AVG_3Y,T,PL,2001-01-01,15
TOTAL,AVG_3Y,T,PL,2002-01-01,18
TOTAL,AVG_3Y,T,PL,2003-01-01,19
TOTAL,AVG_3Y,T,PL,2004-01-01,19
TOTAL,AVG_3Y,T,PL,2005-01-01,18
TOTAL,AVG_3Y,T,PL,2006-01-01,17
TOTAL,AVG_3Y,T,PL,2007-01-01,13
TOTAL,AVG_3Y,T,PL,2008-01-01,10
TOTAL,AVG_3Y,T,PL,2009-01-01,8
TOTAL,AVG_3Y,T,PL,2010-01-01,8
TOTAL,AVG_3Y,T,PL,2011-01-01,9
TOTAL,AVG_3Y,T,PL,2012-01-01,9
TOTAL,AVG_3Y,T,PL,2013-01-01,10
TOTAL,AVG_3Y,T,PL,2014-01-01,
TOTAL,AVG_3Y,T,PL,2015-01-01,
TOTAL,AVG_3Y,T,PL,2016-01-01,
TOTAL,AVG_3Y,T,PL,2017-01-01,6
TOTAL,AVG_3Y,T,PT,1995-01-01,
TOTAL,AVG_3Y,T,PT,1996-01-01,
TOTAL,AVG_3Y,T,PT,1997-01-01,7
TOTAL,AVG_3Y,T,PT,1998-01-01,7
TOTAL,AVG_3Y,T,PT,1999-01-01,6
TOTAL,AVG_3Y,T,PT,2000-01-01,5
TOTAL,AVG_3Y,T,PT,2001-01-01,5
TOTAL,AVG_3Y,T,PT,2002-01-01,5
TOTAL,AVG_3Y,T,PT,2003-01-01,6
TOTAL,AVG_3Y,T,PT,2004-01-01,7
TOTAL,AVG_3Y,T,PT,2005-01-01,8
TOTAL,AVG_3Y,T,PT,2006-01-01,8
TOTAL,AVG_3Y,T,PT,2007-01-01,8
TOTAL,AVG_3Y,T,PT,2008-01-01,8
TOTAL,AVG_3Y,T,PT,2009-01-01,9
TOTAL,AVG_3Y,T,PT,2010-01-01,10
TOTAL,AVG_3Y,T,PT,2011-01-01,11
TOTAL,AVG_3Y,T,PT,2012-01-01,13
TOTAL,AVG_3Y,T,PT,2013-01-01,15
TOTAL,AVG_3Y,T,PT,2014-01-01,
TOTAL,AVG_3Y,T,PT,2015-01-01,
TOTAL,AVG_3Y,T,PT,2016-01-01,
TOTAL,AVG_3Y,T,PT,2017-01-01,10
TOTAL,AVG_3Y,T,RO,1995-01-01,
TOTAL,AVG_3Y,T,RO,1996-01-01,
TOTAL,AVG_3Y,T,RO,1997-01-01,
TOTAL,AVG_3Y,T,RO,1998-01-01,
TOTAL,AVG_3Y,T,RO,1999-01-01,6
TOTAL,AVG_3Y,T,RO,2000-01-01,7
TOTAL,AVG_3Y,T,RO,2001-01-01,7
TOTAL,AVG_3Y,T,RO,2002-01-01,7
TOTAL,AVG_3Y,T,RO,2003-01-01,7
TOTAL,AVG_3Y,T,RO,2004-01-01,8
TOTAL,AVG_3Y,T,RO,2005-01-01,7
TOTAL,AVG_3Y,T,RO,2006-01-01,7
TOTAL,AVG_3Y,T,RO,2007-01-01,6
TOTAL,AVG_3Y,T,RO,2008-01-01,6
TOTAL,AVG_3Y,T,RO,2009-01-01,6
TOTAL,AVG_3Y,T,RO,2010-01-01,6
TOTAL,AVG_3Y,T,RO,2011-01-01,6
TOTAL,AVG_3Y,T,RO,2012-01-01,7
TOTAL,AVG_3Y,T,RO,2013-01-01,7
TOTAL,AVG_3Y,T,RO,2014-01-01,
TOTAL,AVG_3Y,T,RO,2015-01-01,
TOTAL,AVG_3Y,T,RO,2016-01-01,
TOTAL,AVG_3Y,T,RO,2017-01-01,5
TOTAL,AVG_3Y,T,SE,1995-01-01,
TOTAL,AVG_3Y,T,SE,1996-01-01,
TOTAL,AVG_3Y,T,SE,1997-01-01,9
TOTAL,AVG_3Y,T,SE,1998-01-01,9
TOTAL,AVG_3Y,T,SE,1999-01-01,8
TOTAL,AVG_3Y,T,SE,2000-01-01,6
TOTAL,AVG_3Y,T,SE,2001-01-01,6
TOTAL,AVG_3Y,T,SE,2002-01-01,5
TOTAL,AVG_3Y,T,SE,2003-01-01,6
TOTAL,AVG_3Y,T,SE,2004-01-01,6
TOTAL,AVG_3Y,T,SE,2005-01-01,7
TOTAL,AVG_3Y,T,SE,2006-01-01,7
TOTAL,AVG_3Y,T,SE,2007-01-01,7
TOTAL,AVG_3Y,T,SE,2008-01-01,6
TOTAL,AVG_3Y,T,SE,2009-01-01,6
TOTAL,AVG_3Y,T,SE,2010-01-01,7
TOTAL,AVG_3Y,T,SE,2011-01-01,8
TOTAL,AVG_3Y,T,SE,2012-01-01,8
TOTAL,AVG_3Y,T,SE,2013-01-01,7
TOTAL,AVG_3Y,T,SE,2014-01-01,
TOTAL,AVG_3Y,T,SE,2015-01-01,
TOTAL,AVG_3Y,T,SE,2016-01-01,
TOTAL,AVG_3Y,T,SE,2017-01-01,7
TOTAL,AVG_3Y,T,SI,1995-01-01,
TOTAL,AVG_3Y,T,SI,1996-01-01,
TOTAL,AVG_3Y,T,SI,1997-01-01,
TOTAL,AVG_3Y,T,SI,1998-01-01,7
TOTAL,AVG_3Y,T,SI,1999-01-01,7
TOTAL,AVG_3Y,T,SI,2000-01-01,7
TOTAL,AVG_3Y,T,SI,2001-01-01,6
TOTAL,AVG_3Y,T,SI,2002-01-01,6
TOTAL,AVG_3Y,T,SI,2003-01-01,6
TOTAL,AVG_3Y,T,SI,2004-01-01,6
TOTAL,AVG_3Y,T,SI,2005-01-01,6
TOTAL,AVG_3Y,T,SI,2006-01-01,6
TOTAL,AVG_3Y,T,SI,2007-01-01,5
TOTAL,AVG_3Y,T,SI,2008-01-01,5
TOTAL,AVG_3Y,T,SI,2009-01-01,5
TOTAL,AVG_3Y,T,SI,2010-01-01,5
TOTAL,AVG_3Y,T,SI,2011-01-01,7
TOTAL,AVG_3Y,T,SI,2012-01-01,8
TOTAL,AVG_3Y,T,SI,2013-01-01,9
TOTAL,AVG_3Y,T,SI,2014-01-01,
TOTAL,AVG_3Y,T,SI,2015-01-01,
TOTAL,AVG_3Y,T,SI,2016-01-01,
TOTAL,AVG_3Y,T,SI,2017-01-01,7
TOTAL,AVG_3Y,T,SK,1995-01-01,
TOTAL,AVG_3Y,T,SK,1996-01-01,
TOTAL,AVG_3Y,T,SK,1997-01-01,
TOTAL,AVG_3Y,T,SK,1998-01-01,
TOTAL,AVG_3Y,T,SK,1999-01-01,
TOTAL,AVG_3Y,T,SK,2000-01-01,16
TOTAL,AVG_3Y,T,SK,2001-01-01,18
TOTAL,AVG_3Y,T,SK,2002-01-01,19
TOTAL,AVG_3Y,T,SK,2003-01-01,18
TOTAL,AVG_3Y,T,SK,2004-01-01,18
TOTAL,AVG_3Y,T,SK,2005-01-01,17
TOTAL,AVG_3Y,T,SK,2006-01-01,16
TOTAL,AVG_3Y,T,SK,2007-01-01,13
TOTAL,AVG_3Y,T,SK,2008-01-01,11
TOTAL,AVG_3Y,T,SK,2009-01-01,11
TOTAL,AVG_3Y,T,SK,2010-01-01,12
TOTAL,AVG_3Y,T,SK,2011-01-01,13
TOTAL,AVG_3Y,T,SK,2012-01-01,14
TOTAL,AVG_3Y,T,SK,2013-01-01,14
TOTAL,AVG_3Y,T,SK,2014-01-01,
TOTAL,AVG_3Y,T,SK,2015-01-01,
TOTAL,AVG_3Y,T,SK,2016-01-01,
TOTAL,AVG_3Y,T,SK,2017-01-01,9
TOTAL,AVG_3Y,T,UK,1995-01-01,
TOTAL,AVG_3Y,T,UK,1996-01-01,
TOTAL,AVG_3Y,T,UK,1997-01-01,7
TOTAL,AVG_3Y,T,UK,1998-01-01,6
TOTAL,AVG_3Y,T,UK,1999-01-01,6
TOTAL,AVG_3Y,T,UK,2000-01-01,5
TOTAL,AVG_3Y,T,UK,2001-01-01,5
TOTAL,AVG_3Y,T,UK,2002-01-01,5
TOTAL,AVG_3Y,T,UK,2003-01-01,5
TOTAL,AVG_3Y,T,UK,2004-01-01,4
TOTAL,AVG_3Y,T,UK,2005-01-01,4
TOTAL,AVG_3Y,T,UK,2006-01-01,5
TOTAL,AVG_3Y,T,UK,2007-01-01,5
TOTAL,AVG_3Y,T,UK,2008-01-01,5
TOTAL,AVG_3Y,T,UK,2009-01-01,6
TOTAL,AVG_3Y,T,UK,2010-01-01,7
TOTAL,AVG_3Y,T,UK,2011-01-01,7
TOTAL,AVG_3Y,T,UK,2012-01-01,7
TOTAL,AVG_3Y,T,UK,2013-01-01,7
TOTAL,AVG_3Y,T,UK,2014-01-01,
TOTAL,AVG_3Y,T,UK,2015-01-01,
TOTAL,AVG_3Y,T,UK,2016-01-01,
TOTAL,AVG_3Y,T,UK,2017-01-01,4
